Abbruch	Abort
imp_pfad	imp_path
impl_empfaenger_ohne_adresse	impl_empfaenger_ohne_address
impl_ende	impl_end
imports_sammeln	imports_collect
imports_werden_gefunden	imports_werden_found
in_body_ende	in_body_end
index_aus_aufruf	index_aus_call
index_typ	index_type
info_zeile	info_line
inhalt	content
innen	inner
innen_a	inner_a
innen_ausdruck	inner_expr
innen_b	inner_b
innen_merken	inner_merken
innen_y	inner_y
inst_anzahl	inst_count
inst_dazu	inst_add
inst_finden	inst_find
inst_void_dazu	inst_void_add
int_register	int_register
intern_anzahl	intern_count
intern_finde	intern_find
intern_frei	intern_free
intern_gleich	intern_equal
intern_laenge	intern_length
intern_neu	intern_new
intern_nummer	intern_number
intern_praefix	intern_prefix
intern_zeiger	intern_ptr
interne_namen_loesen_keinen_fehler_aus	interne_names_loesen_keinen_error_aus
interne_namen_sind_gc_allokationen	interne_names_sind_gc_allocations
interp_ausdruck	interp_expr
ist_datei	ist_file
ist_dyn_typ	ist_dyn_type
ist_eigen	ist_own
ist_faden_call	ist_thread_call
ist_fehler	ist_error
ist_gc_alloc_aufruf	ist_gc_alloc_call
ist_gc_zeiger	ist_gc_ptr
ist_klasse	ist_class
ist_leer	ist_empty
ist_modul	ist_module
ist_platz	ist_slot
ist_rahmen	ist_frame
ist_tief_surrogat	ist_deep_surrogat
ist_u64_zeiger	ist_u64_ptr
ist_wort	ist_word
ist_zeiger	ist_ptr
jetzt	now
k_fertig	k_done
k_paket	k_package
k_quelle	k_source
k_typ	k_type
k_wert	k_value
k_wurzel	k_root
k_zeiger	k_ptr
kap	cap
kap_res	cap_res
kap_vorher	cap_vorher
kapazitaet	capacity
karten_bauen	karten_build
karten_summe	karten_sum
kein_haenger_bei_abbruch	kein_haenger_bei_abort
kern	core
kern_start	core_start
kern_test	core_test
kernel_verbietet_gleitkomma_ohne_attribut	kernel_verbietet_gleitkomma_ohne_attr
kette	chain
kette_	chain_
kette_aus_cpbuf	chain_aus_cpbuf
kette_aus_strom	chain_aus_stream
kette_bauen	chain_build
kette_beginnt_ascii_klein	chain_beginnt_ascii_small
kette_bei	chain_bei
kette_cp	chain_cp
kette_ende	chain_end
kette_geprueft	chain_geprueft
kette_gleich	chain_equal
kette_gleich_ascii	chain_equal_ascii
kette_gleich_ascii_klein	chain_equal_ascii_small
kette_innen	chain_inner
kette_laenge	chain_length
kette_leer	chain_empty
kette_len	chain_len
kette_nach_buf	chain_nach_buf
kette_nach_cpbuf	chain_nach_cpbuf
kette_neu	chain_new
kette_pruefen	chain_check
kette_push	chain_push
kette_push_cpbuf	chain_push_cpbuf
kette_wird_bis_zum_fixpunkt_gefaltet	chain_wird_bis_zum_fixpunkt_gefaltet
kind_anfang	kind_start
kind_anhaengen	kind_append
kind_anzahl	kind_count
kind_dazu	kind_add
kind_einfuegen_vor	kind_insert_vor
kind_entfernen	kind_remove
kinder	children
kinder_umhaengen	children_umhaengen
kladde	scratch
klasse	class
klasse_aus_as	class_aus_as
klasse_aus_neu	class_aus_new
klasse_info	class_info
klasse_von	class_von
klasse_von_struct	class_von_struct
klassen	classes
klein	small
klein_hier	small_hier
klein_zeichen	small_char
kleiner	less
kleiner_als_null	less_als_null
kleiner_aufruf_wird_eingebettet_und_gefaltet	less_call_wird_eingebettet_und_gefaltet
knoten	node
knotenX	nodeX
knoten_als_element	node_als_elem
knoten_einfuegen	node_insert
knoten_idx	node_idx
knoten_in_scope	node_in_scope
knoten_index	node_index
knoten_ist_element	node_ist_elem
knoten_je_runde	node_je_runde
knoten_schreiben	node_write
knoten_tiefe	node_depth
knoten_vorfahr_ist	node_vorfahr_ist
knoten_zaehlen	node_count
kommentar_einfuegen	kommentar_insert
kommentar_neu	kommentar_new
konst	const
konst_anzahl	const_count
konst_auswerten	const_auswerten
konst_dazu	const_add
konst_name	const_name
konst_suchen	const_search
konst_typ	const_type
konst_wert	const_value
kopf	header
kopf_addr	header_addr
kopf_signatur	header_signatur
kopf_zeile	header_line
kopie	copy
kopie_wert	copy_value
kopiere_anweisung	copy_stmt
kopiere_ausdruck	copy_expr
kopiere_block	copy_block
kopiere_felder	copy_fields
kopiere_kinder	copy_children
kopieren	copy
l_tiefe	l_depth
lade	load
lade_slot	load_slot
lade_wert	load_value
lade_xmm	load_xmm
laden	load
laenge	length
laenge_von	length_von
laeuft	runs
lauf	run
lauf_baum	run_tree
lauf_baum_loslassen	run_tree_loslassen
lauf_dokument	run_dokument
lauf_dokument_bauen	run_dokument_build
lauf_frei	run_free
lauf_init	run_init
lauf_namen	run_names
lauf_neu	run_new
lauf_text	run_text
lauf_text_aus_bytes	run_text_aus_bytes
laufzeit	runtime
laufzeit_aktiv	runtime_aktiv
laufzeit_enthaelt_die_pflichtnamen	runtime_enthaelt_die_pflichtnamen
laufzeit_merken	runtime_merken
laufzeit_quelle	runtime_source
laufzeit_reset	runtime_reset
ld_pfad	ld_path
lea_summe	lea_sum
lebend	live
lebende	live
lebende_hand	live_hand
lebende_nach_handaufloesung	live_nach_handaufloesung
lebende_objekte	live_objekte
lebende_weak	live_weak
lebende_weak_variante	live_weak_variant
leer	empty
leer_consts	empty_consts
leer_typen	empty_types
leer_v	empty_v
leere_bloecke_werden_verschmolzen	leere_blocks_werden_verschmolzen
leeren	clear
leeres_element	leeres_elem
lesen	read
let_anweisung	let_stmt
lex_anzahl	lex_count
lex_art	lex_kind
lex_fehler	lex_error
lex_frei	lex_free
lex_gleit_rest	lex_gleit_rest
lex_laenge	lex_length
lex_lauf	lex_run
lex_lit_art	lex_lit_kind
lex_lit_einheit	lex_lit_unit
lex_name_laenge	lex_name_length
lex_name_zeiger	lex_name_ptr
lex_namen	lex_names
lex_namen_setzen	lex_names_set
lex_neu	lex_new
lex_spalte	lex_col
lex_vergleich	lex_compare
lex_zahl	lex_number
lex_zeichen	lex_char
lex_zeile	lex_line
lies	read
lies_	read_
lies_datei	read_file
lies_f64	read_f64
lies_f64_bits	read_f64_bits
lies_fd	read_fd
lies_i64	read_i64
lies_stdin	read_stdin
lies_u32	read_u32
lies_u64	read_u64
lies_u64_basis	read_u64_basis
lies_u_escape	read_u_escape
liest	reads
liste	list
liste_ablegen	list_store
liste_anhaengen	list_append
lit_art	lit_kind
lk_chunk_neu	lk_chunk_new
lk_heap_neu	lk_heap_new
lk_satz_bauen	lk_satz_build
loeschen	delete
lok_dazu	lok_add
lokales_feld	lokales_field
low_fe_setzen	low_fe_set
low_fehler	low_error
low_frei	low_free
low_gc_setzen	low_gc_set
low_if_setzen	low_if_set
low_lauf	low_run
low_mu_setzen	low_mu_set
low_neu	low_new
lower_faden_call	lower_thread_call
m_lesen	m_read
m_ohne_paket	m_ohne_package
m_zahl	m_number
m_zeichen	m_char
mach_gross	mach_big
manifest_lesen	manifest_read
map_finde	map_find
map_frei	map_free
map_hat	map_has
map_ist_leer	map_ist_empty
map_kap	map_cap
map_leeren	map_clear
map_loeschen	map_delete
map_naechster	map_next
map_neu	map_new
map_platz_belegt	map_slot_used
map_platz_schluessel	map_slot_key
map_platz_wert	map_slot_value
map_roh_setzen	map_raw_set
map_setzen	map_set
map_setzen_wenn_neu	map_set_wenn_new
map_wert_adresse	map_value_address
marke_modus	marke_mode
marke_neu	marke_new
markieren	mark
maske	mask
match_anweisung	match_stmt
match_pruefen	match_check
max_ende	max_end
meckern	complain
mehrere_fehler_werden_gemeldet	mehrere_error_werden_gemeldet
mein_paket	mein_package
melden	report
meldung	message
menge	set
mess	meas
mess_i64	meas_i64
mess_jetzt_ms	meas_now_ms
mess_nl	meas_nl
mess_rss_kib	meas_rss_kib
mess_schreib	meas_write
mess_seitengroesse	meas_seitengroesse
mess_tab	meas_tab
mess_u64	meas_u64
mess_zeichen	meas_char
messen	measure
mit_fehler	mit_error
mit_finalisierer	mit_finalizer
mit_fn_vorlage	mit_fn_template
mit_sammlungen	mit_collections
mit_struct_vorlage	mit_struct_template
mitte	mid
mittel__wert	mittel__value
mittel_wert	mittel_value
ml_anzahl	ml_count
ml_dazu	ml_add
ml_frei	ml_free
ml_laenge	ml_length
ml_neu	ml_new
ml_zeiger	ml_ptr
mmio_breite	mmio_width
mmio_lesen_breite	mmio_read_width
mmio_pruefen	mmio_check
mmio_schreiben_breite	mmio_write_width
mmio_typ	mmio_type
modul	module
modul__	module__
modul____gc_finalisiere	module____gc_finalisiere
modul__gc_collect	module__gc_collect
modul__gc_finalisiere	module__gc_finalisiere
modul__gc_init	module__gc_init
modul__name	module__name
modul_bleibt_uebersetzbar	module_bleibt_uebersetzbar
modul_pfad	module_path
modus	mode
mu_art	mu_kind
mu_kinder	mu_children
muell_erzeugen	muell_gen
mul_ausdruck	mul_expr
mus_anmelden	mus_register
mus_arm_dazu	mus_arm_add
mus_e_ausricht	mus_e_align
mus_e_groesse	mus_e_size
mus_enum_anzahl	mus_enum_count
mus_enum_dazu	mus_enum_add
mus_enum_finden	mus_enum_find
mus_fehler	mus_error
mus_frei	mus_free
mus_kind_dazu	mus_kind_add
mus_kinder_anfang	mus_children_start
mus_match_anzahl	mus_match_count
mus_match_dazu	mus_match_add
mus_match_nummer	mus_match_number
mus_mu_art	mus_mu_kind
mus_mu_dazu	mus_mu_add
mus_neu	mus_new
mus_rf_typ	mus_rf_type
mus_variante_dazu	mus_variant_add
mus_variante_finden	mus_variant_find
mus_vt_anfang	mus_vt_start
mus_vt_dazu	mus_vt_add
muster	pattern
muster_binden	pattern_binden
muster_ganzzahl	pattern_ganzzahl
muster_pruefen	pattern_check
muster_tests	pattern_tests
nEinzeln	nSingle
n_emit_roh	n_emit_raw
n_emit_zahl	n_emit_number
n_groesse	n_size
n_typen	n_types
nach_ausdruck	nach_expr
nach_gross	nach_big
nach_klein	nach_small
nachtragen	catchup
naechster	next
name_gleich	name_equal
name_kleiner	name_less
name_laenge	name_length
name_praefix	name_prefix
namen	names
namen_anzahl	names_count
namen_extern	names_extern
namen_finde_bytes	names_find_bytes
namen_frei	names_free
namen_gleich_ascii	names_equal_ascii
namen_init	names_init
namen_laenge	names_length
namen_nach_cpbuf	names_nach_cpbuf
namen_neu	names_new
namen_ptr	names_ptr
namen_von_bytes	names_von_bytes
namen_von_cp	names_von_cp
namen_werden_je_modul_verschieden	names_werden_je_module_verschieden
neg_rc_verworfen	neg_rc_discarded
negarc_arc_verworfen	negarc_arc_discarded
neu	new
neu_kap	new_cap
neu_kreis	new_kreis
neu_nr	new_nr
neu_off	new_off
neu_quadrat	new_quadrat
neue_zelle	neue_cell
neuer	new
neuer_block	new_block
neuer_knoten	new_node
neuer_stil	new_stil
neuer_typ	new_type
neuer_wert	new_value
nicht_kern	nicht_core
nicht_umgesetzte_attribute_melden_weiter_einen_fehler	nicht_umgesetzte_attribute_report_weiter_einen_error
nicht_umgesetzter_typ	nicht_umgesetzter_type
nimm_punkt	nimm_dot
nogc_match_fall	nogc_match_case
nogc_pruefen	nogc_check
npos_ganz_gesetzt	npos_whole_gesetzt
null_feld	null_field
nummer	number
nur_fehler	nur_error
nur_gleich	nur_equal
nur_zaehlen	nur_count
oben	top
oder_ausdruck	oder_expr
ohne_klassen_ist_kein_typ_ein_gc_zeiger	ohne_classes_ist_kein_type_ein_gc_ptr
ohne_praefix	ohne_prefix
oktette	bytes
op_hat_f64	op_has_f64
out_wort	out_word
p_typ	p_type
p_typ_von	p_type_von
p_wurzel	p_root
p_zeile	p_line
pa_typ	pa_type
paar	pair
paar_kleiner	pair_less
paar_neu	pair_new
paket	package
paket_info	package_info
paket_kandidat	package_kandidat
paket_von	package_von
paket_von_datei	package_von_file
pakete	packages
par_baum	par_tree
par_baum_uebernehmen	par_tree_uebernehmen
par_fe_setzen	par_fe_set
par_fehler	par_error
par_frei	par_free
par_gc_setzen	par_gc_set
par_gen_setzen	par_gen_set
par_if_setzen	par_if_set
par_lauf	par_run
par_mu_setzen	par_mu_set
par_neu	par_new
par_neu_modul	par_new_module
par_nicht_kern	par_nicht_core
par_zeit_setzen	par_time_set
param_anfang	param_start
param_dazu	param_add
param_typ	param_type
param_typ_aufgeloest	param_type_aufgeloest
param_wert	param_value
parse_fehler	parse_error
parser_vergleich	parser_compare
partner_setzen	partner_set
passende_stelle	passende_site
passt_ziel	passt_target
pause	pause
pause_gross	pause_big
pause_max_ns	pause_max_ns
pause_ns	pause_ns
pause_total_ns	pause_total_ns
payload_ausricht	payload_align
pfad	path
pl_hat	pl_has
platz	slot
pos_welt	pos_world
praefix	prefix
print_zahl	print_number
print_zeile	print_line
probe_typ	probe_type
profil_setzen	profil_set
programm	program
pruefe_aufruf	pruefe_call
pruefe_gc_felder	pruefe_gc_fields
pruefen	check
pruefphasen_nehmen_nachtraeglich_erzeugte_elemente_an	pruefphasen_nehmen_nachtraeglich_erzeugte_elems_an
prueft	checks
ptradd_konst	ptradd_const
puffer	buffer
puffer_gleich	buffer_equal
punkt	dot
punkt_neu	dot_new
punkt_summe	dot_sum
punkt_typ	dot_type
q_ausricht	q_align
q_groesse	q_size
quelle	source
quelle_braucht_gc	source_braucht_gc
quelle_braucht_sammlungen	source_braucht_collections
quelle_hat_allocerror	source_has_allocerror
quelle_hat_fadenarbeit	source_has_fadenarbeit
quelle_hat_finalisierer	source_has_finalizer
quelle_n	source_n
rahmen	frame
rahmen_bauen	frame_build
rahmen_ist_16_ausgerichtet	frame_ist_16_ausgerichtet
raum	space
rc_block_holen	rc_block_get
rc_freigeben	rc_free
rc_gleich	rc_equal
rc_groesse_von	rc_size_von
rc_heap_allokationen	rc_heap_allocations
rc_heap_frei	rc_heap_free
rc_heap_freigaben	rc_heap_releases
rc_heap_kapazitaet	rc_heap_capacity
rc_heap_lebende	rc_heap_live
rc_ist_leer	rc_ist_empty
rc_klasse_bytes	rc_class_bytes
rc_klasse_fuer	rc_class_for
rc_leer	rc_empty
rc_lesen	rc_read
rc_neu	rc_new
rc_roh_adresse	rc_raw_address
rc_roh_verweis	rc_raw_ref
rc_schwach_zahl	rc_weak_number
rc_stark_zahl	rc_strong_number
rc_verworfen	rc_discarded
rc_wert_adresse	rc_value_address
rechnen	compute
rechteck_neu	rechteck_new
rechts	right
ref_summe	ref_sum
regel1_gc_allokation_ist_verboten	regel1_gc_allocation_ist_verboten
regel2_aufruf_ohne_no_gc_ist_verboten	regel2_call_ohne_no_gc_ist_verboten
regel2_markierter_aufruf_ist_erlaubt	regel2_markierter_call_ist_erlaubt
regel3_schreiben_in_gc_feld_ist_verboten	regel3_write_in_gc_field_ist_verboten
register	register
register_ist_eindeutig	register_ist_eindeutig
rest	rest
rest_of_fn	rest_of_fn
rest_setzen	rest_set
ret_term_fehler	ret_term_error
ret_typ_der_funktion	ret_type_der_func
return_anweisung	return_stmt
rf_typ	rf_type
ring_neu	ring_new
roh	raw
roh_ok	raw_ok
roh_wert	raw_value
rohtext_element	rohtext_elem
rss_ende	rss_end
ruf_mit_ziel	ruf_mit_target
rumpf	body
s_art	s_kind
s_ausricht	s_align
s_dazu	s_add
s_ende	s_end
s_groesse	s_size
s_spalte	s_col
s_zeiger	s_ptr
s_zeile	s_line
sammeln	collect
sammler	collector
schlaegt	fails
schleifenzaehler_landet_im_register	schleifenzaehler_landet_im_register
schluessel	key
schluss	final
schmal	narrow
schmale_felder	schmale_fields
schmales_add_wird_nicht_zur_adresse	schmales_add_wird_nicht_zur_address
schnittstelle	interface
schnittstelle_schreiben	interface_write
schnittstelle_von	interface_von
schon_fertig	schon_done
schranke_pruefen	schranke_check
schreib	write
schreib_alles	write_alles
schreib_datei	write_file
schreib_lit	write_lit
schreib_nach	write_nach
schreib_zahl	write_number
schreib_zeile	write_line
schreibe_binaer	schreibe_binary
schreibe_hex_gross	schreibe_hex_big
schreiben	write
schritt	step
schwach	weak
schwarz_alt	schwarz_old
scope_ende	scope_end
scrub_tief	scrub_deep
secret_werte_bekommen_kein_register	secret_values_bekommen_kein_register
secret_werte_bleiben_unangetastet	secret_values_bleiben_unangetastet
seite	page
selbst	self
selbst_param	self_param
selbst_rek	self_rek
selbst_sequenz	self_sequenz
selbst_typ	self_type
selbst_vergleich	self_compare
sema_baum	sema_tree
sema_fe_setzen	sema_fe_set
sema_fehler	sema_error
sema_frei	sema_free
sema_gc_setzen	sema_gc_set
sema_if_setzen	sema_if_set
sema_kernel_setzen	sema_kernel_set
sema_konst	sema_const
sema_konst_wert	sema_const_value
sema_lauf	sema_run
sema_mu_setzen	sema_mu_set
sema_neu	sema_new
sema_typ	sema_type
sema_typ_anzahl	sema_type_count
sema_typen	sema_types
sema_vergleich	sema_compare
seriell_bereit	seriell_ready
seriell_zeichen	seriell_char
setzen	set
sf_typ	sf_type
sicht	view
sin_kern	sin_core
sink_baum_modus	sink_tree_mode
sink_fehler	sink_error
sink_fehler_anzahl	sink_error_count
sink_fehler_bei	sink_error_bei
sink_neu	sink_new
sink_set_baum_modus	sink_set_tree_mode
sink_set_xml_modus	sink_set_xml_mode
size_of_ausdruck	size_of_expr
sj_art	sj_kind
sk_art	sk_kind
skalare_belegen_ein_wort	skalare_belegen_ein_word
sliste_anfang	sliste_start
sliste_dazu	sliste_add
slot_suchen	slot_search
soak_baum	soak_tree
sofort_fehler	sofort_error
spaehe_tief	spaehe_deep
spalte	col
spalte_f	col_f
spanne	span
spanne_ab	span_ab
spanne_bis	span_bis
spanne_leer	span_empty
spanne_teil	span_part
spanne_von_bytes	span_von_bytes
spanne_von_c	span_von_c
sparsamer_switch_bleibt_kette	sparsamer_switch_bleibt_chain
speicher	memory
sperre	lock
sr_frei	sr_free
sr_neu	sr_new
st_anzahl	st_count
st_ausrichtung	st_alignment
st_feld_typ	st_field_type
st_groesse	st_size
stapel	stack
stapel_bei	stack_bei
stapel_bis_koerperkontext	stack_bis_koerperkontext
stapel_bis_tabellenkontext	stack_bis_tabellenkontext
stapel_bis_zeilenkontext	stack_bis_zeilenkontext
stapel_einfuegen_ueber	stack_insert_ueber
stapel_einfuegen_unter	stack_insert_unter
stapel_entferne	stack_entferne
stapel_enthaelt	stack_enthaelt
stapel_ersetzen	stack_ersetzen
stapel_index	stack_index
stapel_pop	stack_pop
stapel_pop_bis	stack_pop_bis
stapel_pop_bis_name	stack_pop_bis_name
stapel_push	stack_push
stapelargumente_ab_dem_siebten_wort	stapelargumente_ab_dem_siebten_word
stark	strong
stark_a	strong_a
stark_b	strong_b
stark_offs	strong_offs
starten	start
std_fassade	std_facade
stelle	site
stellen	digits
stoert_speicher	stoert_memory
str16_haelt_ungepaartes_surrogat	str16_holds_ungepaartes_surrogat
strang_neu	strang_new
streu_einfuegen_roh	streu_insert_raw
streu_wachsen	streu_grow
strom	stream
strom_am_ende	stream_am_end
strom_art	stream_kind
strom_attr_erstes	stream_attr_erstes
strom_daten	stream_data
strom_doctype_pubid	stream_doctype_pubid
strom_doctype_sysid	stream_doctype_sysid
strom_flaggen	stream_flaggen
strom_name	stream_name
strom_nattr	stream_nattr
strom_neu	stream_new
strom_pos	stream_pos
strom_setzen	stream_set
strom_weiter	stream_weiter
strom_zurueck	stream_zurueck
struct_vorlage	struct_template
struct_vorlage_finden	struct_template_find
struct_vorlagen_der_datei	struct_vorlagen_der_file
struktur_anzahl	struktur_count
struktur_dazu	struktur_add
stufe	stage
subst_typ	subst_type
suche	search
suche_manifest	search_manifest
suchen	search
summe	sum
summe_gross	sum_big
summe_klein	sum_small
summe_mittel	sum_mittel
summe_s	sum_s
summe_w	sum_w
sw_anfang	sw_start
sw_dazu	sw_add
sw_schluessel	sw_key
sw_ziel	sw_target
switch_liest_den_wert_ohne_umweg_ueber_den_rahmen	switch_reads_den_value_ohne_umweg_ueber_den_frame
t_art	t_kind
t_fach	t_bucket
t_fehler	t_error
t_fertig	t_done
t_ganz	t_whole
t_kopf	t_header
t_lebende	t_live
t_leer	t_empty
t_pause_max	t_pause_max
t_pause_total	t_pause_total
t_rest	t_rest
t_typ	t_type
tab_anzahl	tab_count
tab_bauen	tab_build
tab_gross	tab_big
tab_laenge	tab_length
tab_zeiger	tab_ptr
tabelle	table
tabelle_bauen	table_build
tabelle_sonst	table_sonst
tafel	table
tafel_frei	table_free
tafel_label	table_label
tafel_neu	table_new
tafel_von	table_von
tag_bauen	tag_build
tausch	swap
tb_kette	tb_chain
tb_kopf	tb_header
teil	part
teile	parts
teile_zaehle	parts_zaehle
teilen	split
teiler_naechst	teiler_next
teiler_neu	teiler_new
term_setzen	term_set
text_neu	text_new
tief	deep
tief__wert	deep__value
tief_wert	deep_value
tiefe	depth
tiefe_verschachtelung_bricht_sauber_ab	depth_verschachtelung_bricht_sauber_ab
tiefe_verschachtelung_wird_erreicht	depth_verschachtelung_wird_erreicht
tname_lesen	tname_read
tok_hat_attribute	tok_has_attribute
tok_ist_ende	tok_ist_end
trimme_menge	trimme_set
trimme_rechts	trimme_right
try_adresse	try_address
try_pruefen	try_check
txt_gleich	txt_equal
ty_art	ty_kind
typ	type
typ_der_wurzel	type_der_root
typ_gleich	type_equal
typ_neu	type_new
typ_struct	type_struct
typ_von	type_von
typen	types
typen_aufloesen	types_aufloesen
typen_der_felder	types_der_fields
typen_fehler_setzen	types_error_set
typen_frei	types_free
typen_gc_setzen	types_gc_set
typen_neu	types_new
typen_struct_anhaengen	types_struct_append
typen_struct_festlegen	types_struct_festlegen
typen_struct_vormerken	types_struct_vormerken
typen_und_arrays	types_und_arrays
typen_v	types_v
typen_vergleich	types_compare
u32_feld	u32_field
u32_setzen	u32_set
u64_feld_mit_aufruf	u64_field_mit_call
u_typ	u_type
ucd_gross	ucd_big
uebersetzen	compile
umbenannt_wert	umbenannt_value
umschalten	toggle
un_ausdruck	un_expr
unbekannte_klasse	unbekannte_class
unbekannter_schluessel_ist_ein_fehler	unbekannter_key_ist_ein_error
und_ausdruck	und_expr
und_funktion	und_func
union_schreiben	union_write
unmarkierte_funktion_wird_nicht_geprueft	unmarkierte_func_wird_nicht_geprueft
unsupported_grund	unsupported_basic
utf8_anhaengen	utf8_append
utf8_fehl	utf8_fail
utf8_ist_grenze	utf8_ist_limit
utf8_lies	utf8_read
utf8_naechst	utf8_next
utf8_teil	utf8_part
utf8_zeichen	utf8_char
v_daten	v_data
v_modul	v_module
v_pfad	v_path
v_quelle	v_source
v_typ	v_type
v_ziel	v_target
var_suchen	var_search
variante	variant
varianten_muster	varianten_pattern
vec__i32__kleiner	vec__i32__less
vec_anhaengen	vec_append
vec_einfuegen	vec_insert
vec_entfernen	vec_remove
vec_entfernen_schnell	vec_remove_schnell
vec_frei	vec_free
vec_gleich	vec_equal
vec_ist_leer	vec_ist_empty
vec_kap	vec_cap
vec_kopie	vec_copy
vec_leeren	vec_clear
vec_neu	vec_new
vec_setzen	vec_set
vec_sortiert_einfuegen	vec_sortiert_insert
vec_zeiger	vec_ptr
verarbeite_zeichen	verarbeite_char
verbinde_teil	verbinde_part
verbinden	join
vergleich	compare
vergleich_ist_nicht_assoziativ	compare_ist_nicht_assoziativ
vergleich_und_zweig_falten_unerreichbaren_block_weg	compare_und_zweig_falten_unerreichbaren_block_weg
vergleiche_ohne_fall	vergleiche_ohne_case
versatz_fehler	versatz_error
verweis	ref
verworfen	discarded
verzeichnis	dir
verzeichnis_von	dir_von
vga_leeren	vga_clear
vga_zelle	vga_cell
vgl_ausdruck	vgl_expr
vollstaendig	complete
von_zeichen	von_char
vor_kap	vor_cap
vorlage	template
vt_typ	vt_type
w_zeiger	w_ptr
wachsen	grow
warten	wait
weak_freigeben	weak_free
weak_ist_leer	weak_ist_empty
weak_leer	weak_empty
weak_roh_adresse	weak_raw_address
weak_stark_zahl	weak_strong_number
weiss_neu	weiss_new
welt	world
welt_ab_datei	world_ab_file
welt_ab_wurzel	world_ab_root
welt_anzahl	world_count
welt_bauen	world_build
welt_c	world_c
welt_fehler	world_error
welt_finde_wurzel	world_find_root
welt_frei	world_free
welt_info	world_info
welt_ist_leer	world_ist_empty
welt_ist_oeffentlich	world_ist_oeffentlich
welt_kante	world_kante
welt_lade	world_load
welt_name_zeiger	world_name_ptr
welt_neu	world_new
welt_paket_von	world_package_von
welt_quelle_anzahl	world_source_count
welt_quelle_basis	world_source_basis
welt_start_zeiger	world_start_ptr
welt_text_kein_start	world_text_kein_start
welt_text_keine_abhaengigkeit	world_text_keine_abhaengigkeit
welt_text_namenskonflikt	world_text_namenskonflikt
welt_text_nicht_oeffentlich	world_text_nicht_oeffentlich
wert	value
wert_anzahl	value_count
wert_im_arc	value_im_arc
wert_name	value_name
wert_reg	value_reg
wert_setzen	value_set
wert_von	value_von
werte	values
while_anweisung	while_stmt
will_zeiger	will_ptr
woerter_laden	woerter_load
wort	word
wtf8_rt_gleich	wtf8_rt_equal
wurzel	root
xml_modus	xml_mode
zaehl_gross	zaehl_big
zaehle_teil	zaehle_part
zaehle_zeichen	zaehle_char
zaehlen	count
zaehler	counter
zaehler_beim_verlassen	counter_beim_verlassen
zahl	number
zahl_nr	number_nr
zehn_hoch_ganz	zehn_hoch_whole
zeichen	char
zeichen_bei	char_bei
zeichen_einfuegen	char_insert
zeichen_in_body	char_in_body
zeichen_modus	char_mode
zeichnen__Kreis__groesse	zeichnen__Kreis__size
zeigen	show
zeiger	ptr
zeiger_self	ptr_self
zeile	line
zeilen	lines
zeilen_naechst	lines_next
zeilen_neu	lines_new
zeilen_von_buf	lines_von_buf
zeilen_zahl	lines_number
zeilenende_beendet_die_anweisung	zeilenende_beendet_die_stmt
zeit	time
zeit_ausgabe	time_output
zeit_fehler	time_error
zeit_frei	time_free
zeit_lauf	time_run
zeit_neu	time_new
zelle	cell
zelle_die_entkommt_wird_nicht_gefaedelt	cell_die_entkommt_wird_nicht_gefaedelt
zelle_in_table_scope	cell_in_table_scope
zelle_schliessen	cell_schliessen
zellen_mit_entkommender_adresse_werden_nicht_befoerdert	zellen_mit_entkommender_address_werden_nicht_befoerdert
ziel	target
ziel_aus_manifest	target_aus_manifest
ziel_id	target_id
ziel_n	target_n
ziel_von	target_von
zu_breite_verschiebung_bleibt_stehen	zu_width_verschiebung_bleibt_stehen
zu_gross	zu_big
zu_grosse_zahl	zu_grosse_number
zu_klein	zu_small
zuerst	first
zugehoerigkeit_zu_einem_paket	zugehoerigkeit_zu_einem_package
zusammen	merge
zustand	state
zwei_gleiche_asm_bloecke_werden_nicht_zusammengelegt	zwei_gleiche_asm_blocks_werden_nicht_zusammengelegt
zweimal_gelesene_adresse_wird_nicht_gefaltet	zweimal_gelesene_address_wird_nicht_gefaltet
zweiter_lauf_aendert_nichts_mehr	zweiter_run_aendert_nichts_mehr
zyklen_pruefen	zyklen_check
zyklus	cycle
zyklus_anlegen_und_verwerfen	cycle_anlegen_und_verwerfen
zyklus_dfs	cycle_dfs
